Titre,Type de contrat,Bac,Durée,Début,Nom entreprise,Localisation,Description,Salaire,Period. salaire,url
BUSINESS ANALYST – STAGE 6 MOIS - NANTERRE (92) - JUILLET 23 H/F,stage,Bac,6 mois,,Gan Assurances,Nanterre (92),"


Nous pourrions vous parler de nous, vous dire que Gan Assurances, filiale du Groupe Groupama, est une entreprise à taille humaine qui constitue, grâce à un collectif de 5 000 personnes, le 5e réseau français d'Agents généraux.

 L'une de nos forces ? Axer notre politique Ressources Humaines sur le développement de nos collaborateurs.

 Mais, on a surtout envie que vous nous parliez de vous !

 Vous recherchez une expérience à responsabilités avec des missions variées en tant que Business Analyst (H/F) ? Ça tombe bien !

 Thomas, notre Business Manager/Responsable du pôle analyse des ventes de la Direction Commerciale recherche un Business Analyst (H/F – stage 6 mois – Nanterre) pour participer au pilotage commercial et à l’analyse des ventes.
 Son équipe dynamique, à taille humaine et en forte proximité avec le Directeur Commercial sur des sujets à enjeux a pour principales missions le pilotage de la performance, l’analyse des ventes (distribution notamment) et la mise en place de dispositifs d’incentives.

 Une fois à bord, vos principales missions sont :


 Vous menez des analyses et diagnostics spécifiques pour alimenter les réflexions stratégiques et faciliter la prise de décisions de la Direction Commerciale.
 Vous préparez des supports de revues business de niveau Direction Générale / Directions Métiers
 Vous participez à la construction de Tableaux de bord permettant de piloter l’activité
 Vous construisez et analysez les indicateurs de performance liés aux objectifs commerciaux à différents niveaux de l’entreprise : siège, régions, divisions, agences
 Vous assurez la pertinence et l’exactitude des données dans nos diverses bases en collaborant étroitement avec le Datalab
 Vous aidez à la préparation des instances à enjeux de la Direction Commerciale
 Vous répondez aux demandes ad-hoc en concevant et développant de nouveaux challenges / incentives à destination de nos Agents


 Les missions évolueront progressivement au fur et à mesure que vous gagnerez en expérience et que vous démontrerez une capacité à prendre des initiatives.


 Profil



Etudiant d'une grande école de commerce ou d’ingénieur, vous êtes à la recherche d’un stage de 6 mois dans une Direction Commerciale, filiale d’un grand groupe.

 Vous souhaitez monter en compétence au sein d’une équipe bienveillante et exigeante et être embauché à l’issu de cette expérience.

 De nature organisée et méthodique, vous réalisez les tâches avec rigueur et efficacité.

 Bon communicant, vous êtes une personne fiable, sur qui l’équipe, les collègues et les dirigeants peuvent compter.

 A l'aise avec les chiffres sur Excel, vous démontrez une solide capacité d'analyse et de synthèse.

 Envie d'en savoir plus? Vous vous reconnaissez dans ce profil? N'hésitez plus, postulez !

 Les recrutements de Gan Assurances reposent sur une politique de recrutement inclusive et diversifiée ainsi que sur le respect fondamental du principe de non-discrimination et d'égalité de traitement des candidatures.

 Lieu : NANTERRE (92)

 Avantages : Restaurant d'entreprise, Télétravail, absences autorisées rémunérées
 #stage, #ganassurances, #recrutement


 Profil principal 
 Audit / Organisation / Qualité - Pilotage et stratégie
 Type de contrat 
 Stage
 Télétravail 
 Partiel
 Durée du contrat 
 6 MOIS
 Management d'équipe 
 Non
 Localisation du poste
 Localisation du poste à pourvoir 
 France, Ile-de-France, HAUTS-DE-SEINE (92)
 Ville 
 NANTERRE
 Ville 


   3 Place Marcel Paul 92000 NANTERRE 
 

 Critères candidat
 Niveau d'études min. requis 
 Bac+4
 Niveau d'expérience min. requis 

de 2 ans

",,,https://fr.indeed.com/rc/clk?jk=11d4c76d58344ed8&fccid=001c941b4bd131d5&vjs=3
STAGE - Data Analyst - Evolution de la demande corporate en énergies renouvelables - INTERNSHIP - Renewables Data Analyst (H/F),stage,Bac,6 mois,Mars 2023,TotalEnergies,Courbevoie (92),"




    Stratégie Economie Business, Systèmes d'Information, Commerce, Projets Industriels
   



    COURBEVOIE(PLD)-TOUR CBX(FRA) 
   



    France 
   


Description du poste

Contexte et environnement du stage:

 TotalEnergies prévoit de mettre en service 35 GW de capacités renouvelables d'ici 2025 et 100 GW d'ici 2030. Les revenus de ces capacités seront en majeur partie sécurisés via des Corporate PPA.
    
 Le stage aura lieu au sein de l’équipe Renouvelables(REN)/Marketing en charge de comprendre les marchés de l'énergie à l'échelle mondiale, de trouver des clients et de négocier les PPAs pour valoriser au mieux la production des installations renouvelables de TTE.
    

Objectifs, missions et activités :

 Vous travaillerez avec l'équipe Marketing de REN (i) pour aider à la 
    collecte de données sur les grands comptes clients de TTE, (ii) aider à l'
    analyse des besoins (actuels et futurs) des acheteurs potentiels en énergies renouvelables, (iii) soutenir l'équipe en fournissant certaines données pour les négociations, (iv) participer au 
    développement d'outils sur Excel.
    
 Vos missions principales seront les suivantes :
    

 Maintenir la base de données des clients et prospects potentiels de REN. Travailler avec les autres équipes de REN pour améliorer la qualité de ces données ;


 Collecter des données sur les grands comptes de TTE à l'échelle mondiale, avec un focus sur les États-Unis.


 Aider à la préparation de rapports réguliers pour les BU REN en mettant l'accent sur l'évolution de la demande des entreprises en matière d'énergies renouvelables.


 Soutenir les négociations en fournissant des données / informations aux autres membres de l'équipe.


 Fournir des outils pour aider l'équipe dans son travail quotidien.


 ENGLISH VERSION



 Context and environment of the internship :


TotalEnergies has a plan to have 35 GW in operation by 2025 and 100 GW by 2030 of renewables plants. A significant proportion of these capacity will require CPPAs to offtake the project volumes and secure revenues - representing revenues over CPPA initial contracts periods in the order of magnitude of 30+ Bn$.

The position will be integrated in the Renewables/Marketing team that is responsible for securing and valorizing the energy produced from renewable plants through CPPA/PPA and merchant exposure. More specifically, the team is in charge of understanding the power markets on a global scale, find clients and negotiate with them offtake contracts.


Job Dimensions :


To work with the REN Marketing team (i) to help data collection on TTE’s key account, (ii) to work to help analyze the needs (current and future) of specific potential renewable energy buyers, (iii) to support the team by provided some data for the negotiations, (iv) to participate in the development of Excel tools.


 Objectives and mission :


Your main tasks :



 Maintain the REN customer prospect database. Work with other teams to enhance the quality of this data ;


 Collect data on TTE's Key Accounts at a global scale with a special focus on the USA ;


 Help the preparation of regular reports for REN BUs with a focus on the evolution of the global corporate demand on renewable power ;


 Support the negotiations by providing data / information ;


 Deliver some tools to help the team in their daily work




Profil recherché

    Niveau d’étude actuel :
    
 Actuellement 
    étudiant en Bac+5 dans le domaine de la Stratégie Economie Business / Data Analyst, vous recherchez un
     
stage
 d'une durée de
 6 mois à partir de Mars 2023.

 Connaissances requises :
    
 Compétences en ;analyses de données
 Bon niveau en Anglais et Français
 Bonne maitrise du Pack Office (en particulier Excel (VBA) et power Point)
 Savoir-être :
    
 Autonome ;
 Proactif ;
 Synthétique 
Sens des initiatives.
 #JT
    

      ENGLISH VERSION
     


 You are currently looking for a 6 month internship starting in March 2023 in the field of 
Strategy Business Economy / Data Analyst


Technical skills :


 Strong Analytical Skills ;
 Good level in French and English ;
 Good knowledge of the office pack (Excel VBA, Power point).


 Soft Skills :

 Able to work independently ;
 Proactive information search skills.




Réfèrence

    68745BR
   


Métier

    Développement d'Affaires, Stratégie Economie, Production Infrastructures & Télécoms, Management de Projets SI, Marketing, Management et Ingénierie de Projets, Support/ Gestion de Projets
   


Région, département, localité

    92 - Hauts-de-Seine 
   


Localisation (Précisions/Mots-clés)

    Paris la Défense
   


Type d’emploi

    Stage conventionné 
   


Durée du contrat

    6
   


Unité de temps

    Mois 
   


Niveau d’expérience requis

    Moins de 3 ans 
   


Branche

    Gas Renewables And Power 
   


A propos de nous/Profil de l'entreprise

TotalEnergies est une compagnie multi-énergies mondiale de production et de fourniture d’énergies : pétrole et biocarburants, gaz naturel et gaz verts, renouvelables et électricité. Ses 105 000 collaborateurs s'engagent pour une énergie toujours plus abordable, propre, fiable et accessible au plus grand nombre. Présent dans plus de 130 pays, TotalEnergies inscrit le développement durable dans toutes ses dimensions au cœur de ses projets et opérations pour contribuer au bien-être des populations.




",,,https://fr.indeed.com/rc/clk?jk=733ab8bf90fa5a9e&fccid=69dbe38049ba4f7f&vjs=3
Stagiaire Ingénieur Systèmes embarqués (H/F),stage," stage de fin d’étude,Formation ingénieur",6 mois,,Manitou Group,49440 Candé,"





     Référence: 42000 
    







     Fonction: Recherche & développement 
    







     Localisation: Candé, FR, 49440 
    







     Type de contrat: Stage
     









POURQUOI TRAVAILLER CHEZ MANITOU GROUP ? Vous souhaitez évoluer dans un environnement où vous pouvez exprimer vos talents ? Vivre une aventure professionnelle en équipe et à l'international ? Entreprendre et relever des défis au quotidien ? Rejoignez Manitou Group, un groupe international à taille humaine, spécialiste de solutions de manutention, d'élévation de personnes et de terrassement déployées auprès de nos clients partout dans le monde.


 Dans le cadre de votre projet de fin d'études, nous vous proposons de réaliser ensemble une expérience enrichissante et complète au sein du bureau d’étude de la PU AWP spécialisé dans le production de nacelle élévatrice de personnes.


Au sein de notre équipe Bureau d’étude et encadré par notre responsable étude système embarqué, vous prendrez en charge l’étude d’un système innovant indépendant à intégrer sur l’ensemble de nos machines.


MISSIONS

Etablir le cahier des charges technique 
Sélectionner les composants nécessaires à la réalisation d’un POC “Proof of concept” 
Développer la partie électronique et logiciel 
Collaborer avec les équipes Mécanique au besoin afin de proposer une solution intégrable sur machine 
Collaborer avec les équipes de prototypage et validation afin de confirmer que la solution est viable 


Ces missions sont données à titre indicatif et peuvent évoluer en fonction des compétences du stagiaire.


PROFIL SOUHAITE

Formation ingénieur électronique spécialisé en système embarqué 
Vous recherchez un stage de fin d’étude qui vous permettra de gagner en autonomie et où votre créativité sera stimulée 
Vous êtes de nature dynamique et doté d’un excellent relationnel pour intégrer une équipe soudée 
Une bonne connaissance des outils de programmation et de langage de programmation de système embarqué 


CONDITIONS DU POSTE

Poste à pourvoir à compter de février 2022 


Durée : 6 mois
 
Avantages : Rémunération selon niveau de formation + Restaurant d’entreprise sur place + Aide au logement de 100 euros par mois dans le cadre d’un déménagement spécifique au stage 
Accessibilité : Le site est basé à Candé (49) 
Prise en charge des transports en commun (50%) 

Pour les personnes non véhiculées, une navette gratuite de la gare d'Ancenis au site de Manitou Group est disponible matin et soir.

 VOUS ÊTES CONVAINCU(E) … Transmettez directement votre candidature (CV et lettre de motivation) en cliquant sur ""Postuler"".





",,,https://fr.indeed.com/rc/clk?jk=a3ee35f1c3d189d7&fccid=dfc4ce8bb8eb9431&vjs=3
Stagiaire « Analyste Investissement et Asset management » (Stage 6 mois),,BAC,6 mois,Dès que possible,Renée Costes,75017 Paris 17e,"
Afin d'accompagner le développement de Renée Costes Conseil & Investissement dans sa croissance soutenue, nous recherchons actuellement un(e) :


Stagiaire « Analyste Investissement et Asset management »
(Stage 6 mois)


Au sein de l’équipe dédiée à l’investissement et à l’asset management des fonds notamment Certivia créés à l’initiative de la Caisse des Dépôts et Consignations et regroupant une vingtaine d’investisseurs institutionnels de premier plan, dotés de 350 millions d’euros, vous travaillerez à la sélection des investissements et au suivi des acquisitions, vous aurez pour principales missions :


La préparation des décisions d'investissement, analyses de rentabilité :

Contribuer aux identifications et aux analyses d'opportunités d'investissement,


Effectuer les travaux d'analyse et procéder à la modélisation des scénarii d'investissement,


Constituer des dossiers d'acquisition pour plusieurs investisseurs institutionnels,


Préparer des comités d'investissement,


Participer aux opérations de due diligences,



Le suivi des investissements :

Suivi des budgets d'investissements (enveloppe budgétaire et flux de trésorerie),


Elaboration des prévisions (plan, budget) et projections trimestrielles/annuelles,


Amélioration du processus de reporting,


Suivi et gestion des investissements réalisés (libération, arbitrage…)



Merci de faire parvenir votre CV et votre lettre de motivation à stageanalyste@costes-viager.com
 Profil et compétences :

Etudiant(e) BAC+4/+5 en école de commerce ou université, avec une spécialisation en finance.


Maîtrise des outils bureautiques (notamment Excel et PowerPoint).


Expérience en modélisation financière. 


Bonne base en analyse financière et en évaluation.


Bon esprit d'analyse et de synthèse, efficacité, sens de l'organisation, rigueur et prise d'initiatives.

 Modalités :
Lieu de travail : Paris
Durée : 6 mois
Début : Dès que possible
Rémunération : Indemnités + Tickets restauran
",,,https://fr.indeed.com/rc/clk?jk=33039ec7f152e446&fccid=683bbb938d01f31d&vjs=3
STAGIAIRE MEDIA DIGITAL EUROPE H/F,stage, Master ,6 mois,,Sisley,Paris (75),"

DESCRIPTION DE L'OFFRE
STAGIAIRE MEDIA DIGITAL EUROPE H/F
 Sisley, Groupe français de cosmétiques haut de gamme fortement implanté à l'étranger, recrute pour sa DIRECTION REGIONALE EUROPE située à Paris un STAGIAIRE MEDIA DIGITAL EUROPE H/F.


 Votre mission :

 Rattaché.e à la Responsable Media Digital, vous participez aux activités de brand awareness au niveau des activations digitales et des opérations spéciales.
 EN NOUS REJOIGNANT, VOUS SEREZ EN CHARGE DE :

Consolider les données de nos filiales
Créer et analyser les documents pour la consolidation des activations et investissements média régional
Participer à la gestion du quotidien avec l’agence (calls, briefs, partage des assets créatifs, reporting)
Participer aux réunions de coordination avec les pays européens
Effectuer la veille concurrentielle
Gérer les rendez-vous avec les fournisseurs des services media
Participer aux projets Ad hoc



 Type de contrat : Stage





PROFIL REQUIS

Formation Master en Marketing Digital, Stratégie Digital ou Communication Digitale
Première expérience similaire souhaitée
Maîtrise du Pack Office (notamment Excel) et Google Suite (Sheets)
Rigueur, aisance relationnelle et esprit d’analyse
Anglais courant


 Stage d'une durée de 6 mois.
 Sisley place la diversité et l’égalité des chances au cœur de ses préoccupations et s’engage dans ses recrutements à ne sélectionner les candidats que sur la base de critères professionnels.

",,,https://fr.indeed.com/rc/clk?jk=2ddab27d95048abc&fccid=57b60f1b017dde49&vjs=3
Stage/alternant contrôleur de gestion sociale F/H,"alternance,télétravail"," Master ,BAC ",,,InVivo,La Défense (92),"


   Type de contrat
  
Apprentissage



   Lieu
  
PARIS LA DEFENSE



   Entreprise
  
INVIVO RETAIL SERVICES (IRS)



   Niveau d'études
  
Non renseigné



   Date
  
10 novembre 2022



   Niveau d'expérience
  
Non renseigné




 InVivo Retail, le pôle distribution du groupe InVivo – multiactivité, multimarque et multicanal - est présent sur 4 métiers : la jardinerie, l'animalerie, l'art de vivre et la distribution alimentaire. Fort de son leadership sur ses activités historiques que sont le végétal et l'animalerie, InVivo Retail a su construire un pôle alimentaire concentré sur une offre locale et bio, en circuit court. InVivo Retail se positionne en tant que référent sur le marché du jardin en France avec Jardiland comme marque leader des jardineries d'attraction, Gamm vert, l'enseigne de proximité et Delbard, l'enseigne du design végétal. InVivo Retail développe également son activité de distribution alimentaire avec les enseignes Frais d'Ici et Bio&Co, d'animalerie avec Noa et de restauration avec So France. Avec 1 600 points de vente (200 succursales et 1400 partenaires franchisés), InVivo Retail affiche un chiffre d'affaires sous enseignes de près de 3 milliards d'euros TTC sur l'exercice 2020-2021. InVivo Retail devient concepteur en intégrant des équipes d'ingénierie et de design et déploie sa singularité autour de l'innovation à travers ses marques passion nature. Marque Passion Production devient la filiale transverse pour l'ensemble des filières au service de sa stratégie centrée sur les utilisateurs.
  Rattaché(e) au Contrôleur de gestion sociale d'InVivo Retail (Jardiland, Gamm Vert, Delbard..), vos missions couvrent :

Création et mise à jour de reporting sociaux siège et magasins (KPI RH : Effectifs, Turn-over, absentéisme …)
Revue de cohérence des éléments de paie
Réalisation de campagne de rémunération
Collecte et analyse de données sociales en vue de créer des indicateurs de masse salariale et de contrôler la cohérence de ces données

 Etudiant en formation BAC +4/+5 ; Ecole de commerce ou Master d’économie/gestion ou RH
 Vous avez une appétence pour la manipulation des données RH chiffrées et bénéficiez idéalement d’une première expérience en contrôle de gestion sociale ou rémunération
 Vous maitrisez les fonctions avancées d’Excel et une connaissance du logiciel CEGID serait un plus.

 Vous souhaitez être responsabilisé, intégrer une équipe dynamique et conviviale au sein d'un groupe fort de ses valeurs?
 Rejoignez-nous pour que chacun accède aux bienfaits de la nature!

 Poste basé à La Défense à 50% et télétravail.

",,,https://fr.indeed.com/rc/clk?jk=1feafc02ccfc26a8&fccid=3ecdc0111b6a4550&vjs=3
Stage Ingénieur Projet F/H,stage,,6 mois,début 2023,VINCI,Ivry-sur-Seine (94),"
Filiale spécialisée du Groupe VINCI, VINCI Environnement conçoit et réalise en France et à l'étranger des unités clés en main pour le traitement et la valorisation multi-filières des déchets (traitement thermique/valorisation énergétique, traitement mécano-biologique/valorisation organique/méthanisation, traitement des fumées et des émissions gazeuses).
 Dans le cadre du marché d'un grand projet en Ile de France, VINCI Environnement propose un stage de niveau ingénieur au sein d’un grand projet complexe multidisciplinaire, comprenant une part en ingénierie où il assistera le service réalisations et une part sur le chantier où il assurera principalement des missions de contrôle.
 Missions principales Le stagiaire aura pour mission principale d’assister l’équipe projet pour le suivi des études (PID, fiches techniques, plans, …), de fabrication des sous-traitants (réception des travaux, constitution des dossiers des ouvrages exécutés…) et de mise en service (préparation, traitement des points ouverts, compilation et analyses des données terrain).
 Périmètre technique Le stage porte sur plusieurs procédés dont une unité de valorisation énergétique (cycle eau vapeur HP/MP/BP, GTA, aérocondenseur), une unité de traitement de fumées (filtres à manches, dénox catalytique), une installation de traitement des eaux (ultrafiltration, déminéralisation, traitement physico-chimique) et un ensemble de ponts roulants et de convoyeurs à bandes.
 QHSE Le stagiaire appliquera le plan d’assurance qualité de l’affaire, les prescriptions du marché et les standards

 Étudiant ingénieur en génie chimique, procédés thermiques ou procédés industriels, motivé et passionné, ayant le goût du challenge avec un bon esprit d’équipe et d’initiatives.
 Le poste est à pourvoir dès début 2023 pour une durée minimale de 6 mois, le stage se déroulera sur le plateau projet (à Ivry sur Seine) en présentiel.

Entité
VINCI Construction Grands Projets emploie plus de 7000 collaborateurs et réalise un chiffre d'affaires de 2,5 md€ (données 2021). Héritier d'entreprises centenaires, qui ont associé leurs noms à des références majeures à l'échelle internationale, VINCI Construction Grands Projets maîtrise l'ensemble des savoir-faire liés à la réalisation d'ouvrages complexes. VINCI Construction Grands Projets conçoit et réalise partout dans le monde de grands ouvrages de génie civil et de bâtiment : infrastructures de transport (ponts et viaducs, travaux souterrains, linéaires de surface et maritimes), bâtiments (tours de bureaux et de logements, parkings, aéroports, ouvrages administratifs et culturels), énergies et oil & gas (réservoirs GNL, centrales thermiques et nucléaires), infrastructures minières (accès, terrassements, travaux souterrains et à ciel ouvert, génie civil), infrastructures hydrauliques (barrages, stations de pompage et de traitement des eaux usées, distribution et évacuation des eaux) et environnement (systèmes d'assainissement et d'amélioration des réseaux d'eau potable, centres d'enfouissement technique). Le haut niveau d'expertise de VINCI Construction Grands Projets et sa forte capacité d'ingénierie et de management de projets vont de pair avec une organisation réactive et une politique de partenariat avec les entreprises locales, lui permettant de déployer des solutions à la fois globales et modulables.

",,,https://fr.indeed.com/rc/clk?jk=c5b336a3730accce&fccid=7ad3c630bb040940&vjs=3
Stagiaire Contrôle de Gestion H/F,stage,"Formation supérieur,Bac ",6 mois,février 2023,THEATRE DE LA VILLE,75008 Paris 8e,"Intitulé du poste : Stagiaire Contrôleur.euse de Gestion
Secteur : Spectacle vivant : Théâtre / Danse / Musique du Monde / Musique classique
Description de l'entreprise/de l'organisme
Le Théâtre de la Ville - Paris
La programmation du Théâtre de la Ville compte chaque saison plus de 100 propositions artistiques, un équilibre voulu entre le théâtre et la danse, et de nombreux concerts. Le programme fait la part belle aux spectacles étrangers, aux grands noms de la scène internationale comme aux artistes présentés en France pour la première fois, et propose un volet dédié à l’Enfance et la Jeunesse. Par ailleurs, tous les ans au mois de mai, le Théâtre de la Ville organise le festival Chantiers d’Europe.
En raison d’importants travaux et de la fermeture du Théâtre de la Ville, cette programmation a lieu depuis la saison 2016-2017 au Théâtre des Abbesses et à l’Espace Cardin, ainsi que dans une vingtaine de lieux partenaires de Paris et sa région.
La saison 2022-2023 devrait être la dernière saison hors les murs du Théâtre de la Ville.
Nous recherchons un.e stagiaire en Contrôle de Gestion pour six mois, avec possibilité de poursuivre sur une année en apprentissage.
Description du poste
Sous la responsabilité de la Responsable du Contrôle de Gestion, vous l'épaulerez dans le suivi financier du Théâtre. Pour cela, vous devrez notamment :

Suivre mensuellement les dépenses et les recettes, analyser les écarts
Mettre à jour les tableaux de bord, préparer le reporting budgétaire mensuel
Soutenir la responsable du contrôle de gestion dans la construction et l'amélioration des fichiers de suivi et des processus budgétaires, être force de proposition sur de nouveaux outils
Produire des analyses financières ponctuelle

La fonction contrôle de gestion accompagne les opérationnels et la direction dans le pilotage de l'activité, par la mise en place et le suivi d'outils budgétaires fiables. Vous serez amené.e à travailler avec les différents services du Théâtre de la Ville afin de sensibiliser les équipes aux problématiques budgétaires et de collecter les informations nécessaires au suivi financier.
Profil recherché

Formation supérieure Bac +4/5 type Ecole de Commerce, IEP ou Université avec spécialisation en Gestion/Finance
Curiosité, sensibilité au secteur associatif et culturel
Aisance avec les chiffres, sens de l’analyse, rigueur
Maîtrise du pack office (Excel, Powerpoint).

Type de contrat
Stage de 6 mois à partir de janvier ou février 2023, pouvant déboucher sur une année en alternance à partir de septembre.
Rémunération
Gratification minimum légale (4,05€/heure)
Avantages : titres restaurant (10,30€ par jour, pris en charge à 60% par l’entreprise), remboursement de 50% du titre de transport.
Lieu
Espace Pierre Cardin – 1 avenue Gabriel, 75008 Paris (lieu de travail actuel)
Théâtre de la Ville – 2 Place du Châtelet, 75004 Paris (lieu de travail après le déménagement prévu vers mi-2023)
Type d'emploi : StageDurée du contrat : 6 mois
Salaire : 600,00€ par mois
Avantages :

Titre-restaurant

Programmation :

Du Lundi au Vendredi
Travail en journée

Lieu du poste : Un seul lieu de travail
Date limite de candidature : 27/01/2023Date de début prévue : 23/01/2023"," 600,00€ ",mois,https://fr.indeed.com/company/THEATRE-DE-LA-VILLE/jobs/Stagiaire-Contr%C3%B4le-Gestion-8d18ce76ce06a594?fccid=5425f1c66bd3e3a6&vjs=3
Stage Approvisionneur Supply Chain/Analyste opérations (H/F),stage,,6 mois,02/01/2023,Télécommande express,93100 Montreuil,"Stage Approvisionneur Supply Chain/Analyste opérations (H/F)
Au sein d’une équipe jeune et dynamique, rattaché(e) au Directeur des Opérations, tu travailleras en
étroit binôme avec un(s) approvisionneur(se) expert(e) sur Télécommande Express !
Tes différentes missions seront :
Gestion du stock :
* Analyse du besoin
* Passage et suivi des commandes fournisseurs
* Etablissement et déploiement de plan d'actions en cas de rupture
* Suivi de la réception jusqu'à l'entrée en stock
* Validation des factures fournisseurs
* Contrôle qualité fournisseurs (respect des quantités, prix, délais et procédures de livraison)
Analyses :
* Performance de la Supply Chain
* Performance de nos transporteurs
* Performance de nos process internes
Achats :
* Support gestion des achats
* Mise à jour du catalogue (prix, produits de remplacement…)
* Participation à l’amélioration des processus achats
Lien avec différents services :
* Le service client pour des demandes de délais de livraison
* La comptabilité pour la vérification de factures / pro forma
* Ainsi qu'en externe, les fournisseurs et la plateforme logistique bien sûr
Véritable garant de notre qualité et du respect des délais, tu veilleras au respect quotidien de nos promesses clients tout en cherchant en permanence à optimiser nos différents process logistiques et internes.
Bac +4/+5 ou équivalent expérience - école de commerce / université - formation en supply chain, commerce, achats, ingénieur ou gestion administrative.
Le stagiaire approvisionneur doit posséder certaines qualités afin de gérer au mieux ses tâches quotidiennes et le suivi de certains projets, notamment :
* Réactivité – savoir analyser et gérer un problème rapidement
* Organisation et rigueur - entre les échanges avec les fournisseurs et les demandes internes
* Analyse: savoir prendre du recul et proposer des solutions
* Autonomie – savoir gérer et définir ses priorités
* Curiosité et persévérance - particulièrement requises pour le sourcing de nouveaux fournisseurs
* Anglais – nous travaillons avec des fournisseurs de toute l'Europe !
Prérequis et expérience :
* Pack Office ; maitrise d'Excel
* Intérêt pour la Supply Chain (achats et approvisionnements)
* Intérêt pour le e-commerce
* Utilisation d’ERP classique
Poste à pouvoir pour 6 mois à partir de décembre 2022 dans nos bureaux porte de Montreuil.
Type d'emploi : StageDurée du contrat : 6 mois
Salaire : Jusqu'à 850,00€ par mois
Avantages :

Participation au Transport

Programmation :

Du Lundi au Vendredi

Lieu du poste : Un seul lieu de travail
Date de début prévue : 02/01/2023"," Jusqu'à 850,00€ ",mois,https://fr.indeed.com/company/T%C3%A9l%C3%A9commande-Express/jobs/Stage-Approvisionneur-Supply-Chain-Analyste-Op%C3%A9rations-b7ec168018fec38e?fccid=453a034c6a72d987&vjs=3
STAGIAIRE SUPPLY CHAIN H/F,stage,Bac ,6 mois,,Nexter,Versailles (78),"


  Au sein de la Direction Industrie et Supply Chain, vous participez aux Cycles PIC (Plan Industriel & Commercial) et accompagnez le PIC Manager dans ses missions de coordination, de planification du forecast et de scénarisation.
   Vos activités sont les suivantes :
  


Projet :
Vous participez au processus d'amélioration continue et développez le projet d'uniformisation de la donnée et d'automatisation des mises à jour entre les différents outils de planification.



Participer au suivi des évolutions de la Demand :
Participer à la Demand Review de chaque cycle PIC.
Participer aux points d'actualisation du forecast entre chaque cycle PIC et saisir les évolutions dans l'outil PIC.
Mettre en place une synthèse des évolutions de la Demand pour alimenter les KPIs.



Aider pour les exercices de simulation et scénarios de forecast dans le cadre du PIC.



Mettre en place des analyses marchés par produits et zones, suite à chaque Demand Review PIC.



Proposez des supports de synthèse pour communication des analyses effectuées dans le cadre du PIC.


 Profil / Compétences requises 

Profil : Ingénieur ou Bac +5 en Supply Chain
Qualités : Rigueur, autonomie, aisance relationnelle, curiosité intellectuelle.
Outils informatiques : Maîtrise des outils Excel ou PPT.

 Durée du contrat 
 6 mois
 Type de contrat 
 Stage
 Localisation du poste
 Localisation du poste à pourvoir 
 France, Ile-de-France, Yvelines (78)
 Lieu 


   VERSAILLES 
 

 Critères candidat
 Niveau d'études min. requis 
 Bac +4
 Niveau d'expérience min. requis 
 Sans expérience
 Langue & niveau 
 Anglais (Utilise occasionnellement)
",,,https://fr.indeed.com/rc/clk?jk=4a33e5d0d1593d75&fccid=ac4f8fbf77fc43d8&vjs=3
